Source User,Application,Category,Verdict,AD Group,Bytes
example_domain\john.gates,google-base,internet-utility,The application is allowed provided the user is in the AD group 'managed-user',managed-user,3536119
example_domain\john.gates,ms-delve,office-programs,The application is allowed by security rule 'm365-apps-non-edl',irrelevant,3360303
example_domain\john.gates,google-app-engine,internet-utility,The application is allowed provided the user is in the AD group 'managed-user',managed-user,2775541
example_domain\john.gates,ms-office365-base,office-programs,The application is allowed by security rule 'm365-apps-non-edl',irrelevant,2368782
example_domain\john.gates,ms-powerbi,office-programs,The application is allowed by security rule 'm365-apps-non-edl',irrelevant,1107720
example_domain\john.gates,stun,infrastructure,The application is blocked by security rule 'blocked-category-low-risk-apps',irrelevant,1078785
example_domain\john.gates,windows-azure-base,general-business,The application is allowed provided the user is in the AD group 'managed-user',managed-user,678049
example_domain\john.gates,linkedin-base,social-networking,The application is allowed provided the user is in the AD group 'managed-user',managed-user,318064
example_domain\john.gates,ms-onedrive-business,file-sharing,The application is allowed by security rule 'm365-apps-non-edl',irrelevant,251200
example_domain\rachel.stephens,ssl,encrypted-tunnel,The application is allowed by security rule 'break-glass-url',irrelevant,7653464911
example_domain\rachel.stephens,ms-update,software-update,The application is allowed by security rule 'endpoint-software-updates',irrelevant,1178130886
example_domain\rachel.stephens,outlook-web-online,email,The application is allowed by security rule 'm365-apps-non-edl',irrelevant,694131574
example_domain\rachel.stephens,web-browsing,internet-utility,The application is allowed by security rule 'break-glass-url',irrelevant,498995821
example_domain\rachel.stephens,zoom-meeting,internet-conferencing,The application is allowed provided the user is in the AD group 'managed-user',managed-user,296376847
example_domain\rachel.stephens,sharepoint-online,social-business,The application is allowed by security rule 'm365-apps-non-edl',irrelevant,213965779
example_domain\rachel.stephens,crowdstrike,management,The application is allowed by security rule 'endpoint-edr-antivirus',irrelevant,181943072
example_domain\rachel.stephens,sap,erp-crm,The application is allowed provided the user is in the AD group 'managed-user',managed-user,95622567
example_domain\rachel.stephens,boxnet-base,file-sharing,The application is blocked by security rule 'not-authorized-for-file-sharing',irrelevant,76095570
example_domain\rachel.stephens,ms-onedrive-business,file-sharing,The application is allowed by security rule 'm365-apps-non-edl',irrelevant,71789085
example_domain\rachel.stephens,ms-teams,office-programs,The application is allowed by security rule 'm365-apps-non-edl',irrelevant,65077083
example_domain\rachel.stephens,zoom-base,internet-conferencing,The application is allowed provided the user is in the AD group 'managed-user',managed-user,49328526
example_domain\rachel.stephens,azure-log-analytics,general-business,The application is allowed provided the user is in the AD group 'managed-user',managed-user,45622396
example_domain\rachel.stephens,ms-powerpoint-online,office-programs,The application is allowed by security rule 'm365-apps-non-edl',irrelevant,24751987
example_domain\rachel.stephens,microsoft-intune,it-management,The application is allowed by security rule 'endpoint-management-microsoft',irrelevant,21763605
example_domain\rachel.stephens,websocket,internet-utility,The application is allowed provided the user is in the AD group 'managed-user',managed-user,15978984
example_domain\rachel.stephens,windows-azure-base,general-business,The application is allowed provided the user is in the AD group 'managed-user',managed-user,9538916
example_domain\rachel.stephens,zoom-phone,internet-conferencing,The application is allowed provided the user is in the AD group 'managed-user',managed-user,8620227
example_domain\rachel.stephens,windows-push-notifications,internet-utility,The application is allowed by security rule 'endpoint-software-updates',irrelevant,7451697
example_domain\rachel.stephens,google-base,internet-utility,The application is allowed provided the user is in the AD group 'managed-user',managed-user,2928938
example_domain\rachel.stephens,service-now-base,management,The application is allowed by security rule 'servicenow-app',irrelevant,2869143
example_domain\rachel.stephens,ms-onedrive-base,file-sharing,The application is allowed by security rule 'm365-apps-non-edl',irrelevant,2166294
example_domain\rachel.stephens,ms-delve,office-programs,The application is allowed by security rule 'm365-apps-non-edl',irrelevant,2088214
example_domain\rachel.stephens,ms-office365-base,office-programs,The application is allowed by security rule 'm365-apps-non-edl',irrelevant,739019
example_domain\rachel.stephens,stun,infrastructure,The application is blocked by security rule 'blocked-category-low-risk-apps',irrelevant,493475
example_domain\rachel.stephens,pingone,auth-service,The application is allowed provided the user is in the AD group 'managed-user',managed-user,67067
example_domain\tyler.hart,ssl,encrypted-tunnel,The application is allowed by security rule 'break-glass-url',irrelevant,8786366356
example_domain\tyler.hart,ms-update,software-update,The application is allowed by security rule 'endpoint-software-updates',irrelevant,1062142499
example_domain\tyler.hart,web-browsing,internet-utility,The application is allowed by security rule 'break-glass-url',irrelevant,401675923
example_domain\tyler.hart,outlook-web-online,email,The application is allowed by security rule 'm365-apps-non-edl',irrelevant,231636208
example_domain\tyler.hart,sharepoint-online,social-business,The application is allowed by security rule 'm365-apps-non-edl',irrelevant,173801073
example_domain\tyler.hart,ms-teams,office-programs,The application is allowed by security rule 'm365-apps-non-edl',irrelevant,98488742
example_domain\tyler.hart,boxnet-base,file-sharing,The application is blocked by security rule 'not-authorized-for-file-sharing',irrelevant,96979986
example_domain\tyler.hart,crowdstrike,management,The application is allowed by security rule 'endpoint-edr-antivirus',irrelevant,68921886
example_domain\tyler.hart,azure-log-analytics,general-business,The application is allowed provided the user is in the AD group 'managed-user',managed-user,54692772
example_domain\tyler.hart,google-base,internet-utility,The application is allowed provided the user is in the AD group 'managed-user',managed-user,20300240
example_domain\tyler.hart,microsoft-intune,it-management,The application is allowed by security rule 'endpoint-management-microsoft',irrelevant,20279352
example_domain\tyler.hart,websocket,internet-utility,The application is allowed provided the user is in the AD group 'managed-user',managed-user,18009315
example_domain\tyler.hart,ms-onedrive-business,file-sharing,The application is allowed by security rule 'm365-apps-non-edl',irrelevant,10953128
example_domain\tyler.hart,brightcove,photo-video,The application is allowed provided the user is in the AD group 'managed-user',managed-user,6957975
example_domain\tyler.hart,service-now-base,management,The application is allowed by security rule 'servicenow-app',irrelevant,6287623
example_domain\tyler.hart,windows-push-notifications,internet-utility,The application is allowed by security rule 'endpoint-software-updates',irrelevant,5696342
